player_name,college,draft_year,draft_round,draft_number,POSTSEASON,ranked_college,CONF
Gary Harris,Michigan State,2014,1,19,E8,True,B10
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Dylan Windler,Belmont,2019,1,26,R64,True,OVC
Edmond Sumner,Xavier,2017,2,52,E8,True,BE
Evan Mobley,Southern California,2021,1,3,E8,True,P12
Frank Jackson,Duke,2017,2,31,R32,True,ACC
Frank Kaminsky,Wisconsin,2015,1,9,2ND,True,B10
Franz Wagner,Michigan,2021,1,8,E8,True,B10
Daniel Gafford,Arkansas,2019,2,38,Unranked,False,SEC
Ayo Dosunmu,Illinois,2021,2,38,R32,True,B10
Bam Adebayo,Kentucky,2017,1,14,E8,True,SEC
Ben Simmons,Louisiana State,2016,1,1,Unranked,False,SEC
Bennedict Mathurin,Arizona,2022,1,6,S16,True,P12
Blake Wesley,Notre Dame,2022,1,25,R32,True,ACC
Bobby Portis,Arkansas,2015,1,22,R32,True,SEC
Bol Bol,Oregon,2019,2,44,S16,True,P12
Bones Hyland,Virginia Commonwealth,2021,1,26,Unranked,False,Unranked / Non-NCAA
Brandon Boston Jr.,Kentucky,2021,2,51,Unranked,False,SEC
Anthony Edwards,Georgia,2020,1,1,Unranked,False,SEC
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
AJ Griffin,Duke,2022,1,16,F4,True,ACC
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
Aaron Holiday,UCLA,2018,1,23,R68,True,P12
Aaron Nesmith,Vanderbilt,2020,1,14,Unranked,False,SEC
Aaron Wiggins,Maryland,2021,2,55,R32,True,B10
Admiral Schofield,Tennessee,2019,2,42,S16,True,SEC
Brandon Clarke,Gonzaga,2019,1,21,E8,True,WCC
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Alize Johnson,Missouri State,2018,2,50,Unranked,False,Unranked / Non-NCAA
Andrew Nembhard,Gonzaga,2022,2,31,S16,True,WCC
Isaiah Livers,Michigan,2021,2,42,E8,True,B10
Brandon Ingram,Duke,2016,1,2,S16,True,ACC
Christian Braun,Kansas,2022,1,21,Champions,True,B12
Christian Koloko,Arizona,2022,2,33,S16,True,P12
Chuma Okeke,Auburn,2019,1,16,F4,True,SEC
Coby White,North Carolina,2019,1,7,S16,True,ACC
Cody Martin,Nevada,2019,2,36,R64,True,MWC
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Cole Anthony,North Carolina,2020,1,15,Unranked,False,ACC
Collin Sexton,Alabama,2018,1,8,R32,True,SEC
Corey Kispert,Gonzaga,2021,1,15,2ND,True,WCC
D'Angelo Russell,Ohio State,2015,1,2,R32,True,B10
Dalano Banton,Nebraska,2021,2,46,Unranked,False,B10
Dalen Terry,Arizona,2022,1,18,S16,True,P12
Damian Jones,Vanderbilt,2016,1,30,R68,True,SEC
Chris Duarte,Oregon,2021,1,13,S16,True,P12
Chimezie Metu,Southern California,2018,2,49,Unranked,False,P12
Bruce Brown,Miami,2018,2,42,Unranked,False,Unranked / Non-NCAA
Bruno Fernando,Maryland,2019,2,34,R32,True,B10
Bryce McGowens,Nebraska,2022,2,40,Unranked,False,B10
Buddy Hield,Oklahoma,2016,1,6,F4,True,B12
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Cade Cunningham,Oklahoma State,2021,1,1,R32,True,B12
Caleb Houstan,Michigan,2022,2,32,S16,True,B10
Cam Thomas,Louisiana State,2021,1,27,R32,True,SEC
Cameron Johnson,North Carolina,2019,1,11,S16,True,ACC
Cameron Payne,Murray State,2015,1,14,Unranked,False,OVC
Caris LeVert,Michigan,2016,1,20,R64,True,B10
Charles Bassey,Western Kentucky,2021,2,53,Unranked,False,SB
Cam Reddish,Duke,2019,1,10,E8,True,ACC
Michael Carter-Williams,Syracuse,2013,1,11,F4,True,ACC
Isaiah Mobley,Southern California,2022,2,49,R64,True,P12
Isaiah Stewart,Washington,2020,1,16,Unranked,False,P12
Keon Johnson,Tennessee,2021,1,21,R64,True,SEC
Kessler Edwards,Pepperdine,2021,2,44,Unranked,False,Unranked / Non-NCAA
Kevin Huerter,Maryland,2018,1,19,Unranked,False,B10
Kevin Knox II,Kentucky,2018,1,9,S16,True,SEC
Kevin Porter Jr.,Southern California,2019,1,30,Unranked,False,P12
Kevon Looney,UCLA,2015,1,30,S16,True,P12
Kira Lewis Jr.,Alabama,2020,1,13,Unranked,False,SEC
Kris Dunn,Providence,2016,1,5,R32,True,BE
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Kyle Anderson,UCLA,2014,1,30,S16,True,P12
Kennedy Chandler,Tennessee,2022,2,38,R32,True,SEC
Julius Randle,Kentucky,2014,1,7,2ND,True,SEC
Justin Jackson,North Carolina,2017,1,15,Champions,True,ACC
Justise Winslow,Duke,2015,1,10,Champions,True,ACC
KZ Okpala,Stanford,2019,2,32,Unranked,False,P12
Kai Jones,Texas,2021,1,19,R64,True,B12
Karl-Anthony Towns,Kentucky,2015,1,1,F4,True,SEC
Keegan Murray,Iowa,2022,1,4,R64,True,B10
Keita Bates-Diop,Ohio State,2018,2,48,R32,True,B10
Keldon Johnson,Kentucky,2019,1,29,E8,True,SEC
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Kelly Oubre Jr.,Kansas,2015,1,15,R32,True,B12
Kendall Brown,Baylor,2022,2,48,R32,True,B12
Kyle Kuzma,Utah,2017,1,27,Unranked,False,P12
Marcus Smart,Oklahoma State,2014,1,6,R64,True,B12
Mark Williams,Duke,2022,1,15,F4,True,ACC
Markelle Fultz,Washington,2017,1,1,Unranked,False,P12
Marvin Bagley III,Duke,2018,1,2,E8,True,ACC
Mason Plumlee,Duke,2013,1,22,E8,True,ACC
Matisse Thybulle,Washington,2019,1,20,R32,True,P12
Max Christie,Michigan State,2022,2,35,R32,True,B10
Mfiondu Kabengele,Florida State,2019,1,27,S16,True,ACC
Malik Monk,Kentucky,2017,1,11,E8,True,SEC
Malik Beasley,Florida State,2016,1,19,Unranked,False,ACC
Malcolm Brogdon,Virginia,2016,2,36,E8,True,ACC
Landry Shamet,Wichita State,2018,1,26,R64,True,MVC
Larry Nance Jr.,Wyoming,2015,1,27,R64,True,MWC
Lauri Markkanen,Arizona,2017,1,7,S16,True,P12
Lonnie Walker IV,Miami,2018,1,18,Unranked,False,Unranked / Non-NCAA
Luka Garza,Iowa,2021,2,52,R32,True,B10
Luke Kennard,Duke,2017,1,12,R32,True,ACC
Malachi Flynn,San Diego State,2020,1,29,Unranked,False,MWC
Malaki Branham,Ohio State,2022,1,20,R32,True,B10
Jalen McDaniels,San Diego State,2019,2,52,Unranked,False,MWC
Jalen Smith,Maryland,2020,1,10,Unranked,False,B10
Jalen Suggs,Gonzaga,2021,1,5,2ND,True,WCC
Jalen Williams,Santa Clara,2022,1,12,Unranked,False,Unranked / Non-NCAA
Jamal Murray,Kentucky,2016,1,7,R32,True,SEC
James Bouknight,Connecticut,2021,1,11,R64,True,Amer
James Wiseman,Memphis,2020,1,2,Unranked,False,Amer
Jared Butler,Baylor,2021,2,40,Champions,True,B12
Jaren Jackson Jr.,Michigan State,2018,1,4,R32,True,B10
Jarred Vanderbilt,Kentucky,2018,2,41,S16,True,SEC
Jarrell Brantley,College of Charleston,2019,2,50,Unranked,False,CAA
Jarrett Allen,Texas,2017,1,22,Unranked,False,B12
Jarrett Culver,Texas Tech,2019,1,6,2ND,True,B12
Jason Preston,Ohio,2021,2,33,R32,True,MAC
Jalen Johnson,Duke,2021,1,20,Unranked,False,ACC
Jalen Duren,Memphis,2022,1,13,R32,True,Amer
Jalen Brunson,Villanova,2018,2,33,Champions,True,BE
JD Davison,Alabama,2022,2,53,R64,True,SEC
JT Thor,Auburn,2021,2,37,Unranked,False,SEC
Ja Morant,Murray State,2019,1,2,R32,True,OVC
Jabari Smith Jr.,Auburn,2022,1,3,R32,True,SEC
Jabari Walker,Colorado,2022,2,57,Unranked,False,P12
Jaden Ivey,Purdue,2022,1,5,S16,True,B10
Jaden McDaniels,Washington,2020,1,28,Unranked,False,P12
Jaden Springer,Tennessee,2021,1,28,R64,True,SEC
Jake LaRavia,Wake Forest,2022,1,19,Unranked,False,ACC
Jakob Poeltl,Utah,2016,1,9,R32,True,P12
Isaiah Roby,Nebraska,2019,2,45,Unranked,False,B10
Jaxson Hayes,Texas,2019,1,8,Unranked,False,B12
Jay Scrubb,John A. Logan,2020,2,55,Unranked,False,Unranked / Non-NCAA
Jonathan Isaac,Florida State,2017,1,6,R32,True,ACC
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Jordan Nwora,Louisville,2020,2,45,Unranked,False,BE
Jordan Poole,Michigan,2019,1,28,S16,True,B10
Josh Christopher,Arizona State,2021,1,24,Unranked,False,P12
Josh Green,Arizona,2020,1,18,Unranked,False,P12
Josh Hart,Villanova,2017,1,30,R32,True,BE
Josh Minott,Memphis,2022,2,45,R32,True,Amer
Josh Okogie,Georgia Tech,2018,1,20,Unranked,False,ACC
Josh Richardson,Tennessee,2015,2,40,Unranked,False,SEC
Joshua Primo,Alabama,2021,1,12,S16,True,SEC
Johnny Davis,Wisconsin,2022,1,10,R32,True,B10
Jaylen Brown,California,2016,1,3,R64,True,P12
Jaylen Nowell,Washington,2019,2,43,R32,True,P12
Jaylin Williams,Arkansas,2022,2,34,E8,True,SEC
Jayson Tatum,Duke,2017,1,3,R32,True,ACC
Jerami Grant,Syracuse,2014,2,39,R32,True,ACC
Jeremiah Robinson-Earl,Villanova,2021,2,32,S16,True,BE
Jeremy Sochan,Baylor,2022,1,9,R32,True,B12
Jevon Carter,West Virginia,2018,2,32,S16,True,B12
Joe Harris,Virginia,2014,2,33,S16,True,ACC
Joe Wieskamp,Iowa,2021,2,41,R32,True,B10
Joel Embiid,Kansas,2014,1,3,R32,True,B12
John Collins,Wake Forest,2017,1,19,R68,True,ACC
Jericho Sims,Texas,2021,2,58,R64,True,B12
